sentence,label
businessMore informationRatings and membershipsGovernanceEnvironmentSocialStrategy and BRENNTAG SE believes that there is a big risk of potential violations of human rights in BRENNTAG SE supply chain .,0
Continental AG > in -tends to manufacture the first series produced tires using a new sustainable adhesive technology standard for bonding tex -tile reinforcing materials with rubber compounds in the Executive Board are offering a new sustainable adhesive technology standard for bonding tex -tile reinforcing materials with rubber compounds to all other tire manufacturers and the supplier industry as an open source solution under the brand name ‚Äò Cokoon ‚Äô .,0
Our Code of Conduct sends the signal to stakeholders and the general public around the world that Deutsche Post DHL Group is a trustworthy partner that combines first class service with social and environmental responsibility .,0
Deutsche Post AG prepare airport personnel and staff from disaster management agencies for the logistics challenges posed by natural disasters and natural disasters aftermath .,0
"Deutsche Bank have calculated the impact on operating margins at counterparty and sector levels for different temperature and policy scenarios over a 15 year time horizon using assumptions regarding carbon costs / taxes , transition capex , and effects from potential demand contraction ( esp . in energy sectors ) .",0
"So Deutsche Post DHL Group do n’t just have one bottom line , Deutsche Post DHL Group have three bottom lines : to become Provider of Choice , Employer of Choice and Investment of Choice . How does Corporate Responsibility fit into our cor porate strategy , which is itself based on the diverse needs and expectations of our stakeholders : customers , employees and investors ?",1
"When signing a contract , Deutsche Post DHL Group aim to enter into a long term , mutually advantageous relationship with the supplier , one that will allow Deutsche Post DHL Group to learn from one another and develop together .",1
"In terms of measuring progress , ALLIANZ GROUP ambition is to achieve a step change in ALLIANZ GROUP global Net Promoter Score ( NPS ) performance , with 75 % of ALLIANZ GROUP business segments achieving above market average or a loyalty leader position by 2018.Customers ‚Äô trust in ALLIANZ GROUP is based on resilience , integrity , and competence .",1
Deutsche Post DHL Group handle customer complaints as quickly as possible and use customer complaints as motivation for optimizing Deutsche Post DHL Group processes and substantially improving Deutsche Post DHL Group customer service .,1
In South Africa Deutsche Post DHL Group have developed a multistep program .,0
"Deutsche Post DHL Group have once again m ade significant progress in p lanning , executing and communicating Deutsche Post DHL Group activities in t he area of CR a nd sustainability in t he past year .",0
"monitors ensures , for example , an impartial , equitable system of remuneration across the company irrespective of gender , national or ethnic origin , religion , age , sexual orientation and identity , or disability .",1
"When it comes to inclusion , BRENNTAG SE places a special emphasis on promoting the strengths and potential of employees with disabilities .",0
"As a global logistics company , Deutsche Post DHL Group operate Deutsche Post DHL Group own fleets and buildings , and rely on additional capacity provided by transportation subcontractors .",0
Every organizational unit within We sets and pursues occu- pational safety objectives on a regular basis in accordance with We occu pational health and safety guidelines and occupational safety strategy and the results of audits and reviews .,0
"As a rule , a membe r of Continental AG is not appointed beyond the statutory retirement age .",0
"In the parcel center in Neuwied ’s case , Deutsche Post are recruiting just as aggressively as top corporations to channel the energy of top graduates towards improving education for the most disadvantaged students .",0
", BRENNTAG SEnew go - to - market approach was proven to work in practice : An international team con -sisting of employees from BRENNTAG SE worked on pivotal strategic plans for the commercial excellence and service excellence areas despite the tough conditions brought on by the COVID-19 pandemic and uncertainties in the supply chain .",0
They accompany the ideas on their path through Contivation smooth the way into the line organization .,0
What distinguishes Impact investingOur impact investments is that our impact investments must measure and show evidence of associated positive ( net ) outcomes ‚Äì rather than simply relate to a social or environmental theme .,0
"All staff employed under collective agreements at Deutsche Post DHL are insured against accidents via the Post and Telekom Accident Insurance Fund ( Unfallkasse Post Telekom , UK PT ) established in 1995 .",0
"As a basic principle , Executive Board aims to achieve a balanced ratio of domestic to international managers every -where .",0
Deutsche Bank continue to be subject to various enforcement actions .,0
"Deutsche Post DHL Group expect Our m anagers to lead by example in b oth behavior and values , foster both the corporate culture and the principles of Deutsche Post DHL G roup in e verything Our m anagers do , and communicate the corporate culture and the principles of Deutsche Post DHL G roup to Deutsche Post DHL Group business partners .",1
our greatest achievement so far in this area is just one of the reasons why Deutsche Post DHL Group feel a strong sense of responsibility towards the environment .,0
"“ Deutsche Post make sure to give Deutsche Post employees the chance to develop our employees through additional training , ” explains Daouda Ouro Djeri , a colleague from Togo , who was recently promoted from loader to team leader .",0
"Total revenues approx . ‚Ç¨ 126.1bnThird party assets of ‚Ç¨ 1,448bnOver 140,000employees ALLIANZ GROUP serves 88mncustomersIn more than 70countries3Allianz",0
In that position of leadership Deutsche Post DHL Group has further developed the materiality matrix and CR management in order to align the internal approaches with the new reporting requirements resulting from the the Supervisory Board G4 guidance .,0
"Allianz Global Investors approachAfter identifying Allianz Global Investors stakeholder groups , Allianz Global Investors highlighted those issues that Allianz Global Investors think are most important to our stakeholder groups and our business .",0
ALLIANZ GROUP is also listed in the 2017 Bloomberg Gender Equality Index in recognition of ALLIANZ GROUP strong commitment to gender diversity .,0
The large proportion of reusable packaging and reconditioned units within BRENNTAGWE contributes to reducing the resources used to manufacture new pack -aging and reducing waste overall .,0
"an internal advisory body , the Compliance Committee includes representatives from the areas of Law , Audit , Accounting , Health , Safety and Environmental Protection as well as Human Resources .",0
"In addition , OUR are involved in research and innovation projects in the area of occupational safety and cooperate with ergonomic and technical institutions .",0
"Through Allianz Global Investors consultative approach , almost 600 relationship managers globally ensure that Allianz Global Investors offer solutions that truly address Allianz Global Investors clients ‚Äô needs .",0
"In Deutsche Post dealings with the public , Deutsche Post build trust through open ness and transparency .",1
"B. Combating climate change is a serious issue for all Allianz Global Investors stakeholders and , given the volume of assets Allianz Global Investors manage , Allianz Global Investors can drive positive change on Combating .",0
the Executive Board ‚Äôs By Laws are available in the Company / Corporate Governance section of Continental ‚Äôs website Continental ‚Äôs website .,0
Social Intranet at Daimler will help employees successfully shape the digital transformation .,1
"As there is no un iversally binding data protection law in p lace , with support from legal counsel , Deutsche Post DHL Group conduct regular checks in a ll the countries in w hich Deutsche Post DHL Group operate to ensure that both o ur D ata Privacy Policy , which applies throughout the Group and prevailing national rules and regulations are complied with .",0
Exceptions to issues management at Deutsche Post DHL Group are defined within our Group Paper Policy .,0
"Deutsche Post DHL Group support Deutsche Post DHL Group suppliers by providing our suppliers w ith Deutsche Post DHL Group knowledge and expertise , and Deutsche Post DHL Group offer our suppliers an interactive training module on Responsibility Report and environmental and social standards .",0
"To enable informed decisions , key Group departments such as HR a nd Compliance are involved in t he process .",0
Deutsche Post DHL Group have implemented effective measures to prevent corruption and bribery throughout its Group in the form of Deutsche Post DHL Group Compliance Management System .,0
"ALLIANZ GROUP strive to embed sustainability in all areas of ALLIANZ GROUP operations ‚Äì from providing a workplace where people and performance matter to protecting customers ‚Äô data , reducing our environmental impacts and fostering social inclusion through ALLIANZ GROUP global corporate citizenship activities . Through ALLIANZ GROUP social inclusion program , Encouraging Future Generations",0
"ENVIRON -MENTAll around the world , BRENNTAG SE aim to protect resources and use resources optimally , and to minimize the impact that BRENNTAG SE busi - ness activities have on the soil , water and air .",1
"matters of particular significance for the company or Deutsche Post DHL Group include all decisions that pursuant to rules of procedure that lay down the fundamental principles of its internal structure , management and cooperation within the Board of Management must be presented to the Supervisory Board for approval as well as those tasks THE BOARD OF MANAGEMENT is statutorily prohibited from delegating .",0
"As a first step , THE BOARD OF MANAGEMENT seek to clarify the facts of the matter immediately and offer the customer a fast solution .",1
"For example , the eligible employees of We will receive a proﬁt participation of € /four.fitted,/nine.fitted / six.fitted / five.fitted for /two.fitted / zero.fitted / one.fitted / eight.fitted ( /two.fitted / zero.fitted / one.fitted / seven.fitted : € /five.fitted,/seven.fitted / zero.fitted / zero.fitted ) .",0
"From a global perspective , the need for water is extraordinarily high , which is why BRENNTAG SE has joined the charitable organization Water For People ( WFP ) to address the need for water .",0
"In 2019 , Deutsche Post DHL Group want to improve Deutsche Post DHL Group the Carbon Efficiency Index score by at least one additional index point .",1
"However , Deutsche Bank have not made sufficient progress in certain areas , particularly with racial and ethnic diver sity .",0
DHL Express intend to integrate relevant training modules into DHL Express Group wide Certified program .,1
"In the past year , COVID-19 pandemic13 has compelled Deutsche Bank to rethink the way Deutsche Bank do many things and to respond rapidly to ongoing developments .",0
"Testing of these technologies within Deutsche Post AG focuses on three areas : “ electric vehicles ” , “ optimization of vehicles with conventional drive systems ” and “ alternative fuels ” .",0
"In addition , Contivation was installed ‚Äì a platform on which Continental AGemployees post , discuss an d develop Continental employees innovative product ideas .",0
"The long standing Global Inclusion Council sets the direction of the Diversity and Inclusion Strategy and is chaired by Board Member of ALLIANZ GROUP , Niran Peiris .",0
"ALLIANZ GROUP will publish ALLIANZ GROUPfirst ESG Investing Report in 2018 , providing an overview of ALLIANZ GROUP ESG activities and developments over the last year .",0
"The the Supervisory Board is regularly informed of the audit findings , while the Supervisory Board is provided with a summary twice a year .",0
worldwideBrenntagemployees are reg -ularly kept informed of current issues and company matters through Brenntag ’s employees line managers and also through worldwideBrenntag internal print and online media .,0
"DHL Express aim to : n Strengthen the engagement and motivation of DHL Express employees n Empower DHL Express executives and managers to interact with our executives and managers teams openly , appropriately and responsibly n Anticipate future trends and respond accordingly with new or adjusted processes",1
taxify is based in Estonia and operates in more than /two.fitted / five.fitted cities in /two.fitted / zero.fitted countries .,0
MEMBERSHIPSBrenntag is a member of a wide variety of initiatives and thus promotes organizations and associations that work on behalf of our planet and society .,0
The solution offered by We comprises secure mobile application using biometrics and push notifications to provide our clients with a quick and secure way to access our online banking services .,0
"Dominik SUSTAINABILITY REPORT includes 1:1 coaching , peer circles facili- tated by a senior manager ( usually our Group CEO , Dominik Richter ) to exchange experiences and get advice and group workshops to work through complex challenges .",0
the “ Break through Innovation ” action platform organized by the UN Global Compact promotes the use of innovative technologies as a means of achieving Sustainable Development Goals ( SDGs ) .,0
"In addition to this , Deutsche Post encourage Deutsche Post employees to realize innovative business ideas within Deutsche Post Start up Lab and actively improve our employees working environment by using the idea management platform .",1
the world Allianz Global Investors employs more than 730 investment professionals and 600 relationship managers across 24 offices worldwide .,0
Supporting ethical conduct in daily business The “ Infopoint Integrity ” serves as a central contact and advice center for integrity- related issues in the daily work environment and is available to all employees .,0
"Furthermore , Deutsche Post recognize and support the targets set by EOS .",0
"At the same time , Deutsche Post DHL Group wants to be a benchmark company for responsible business .",1
"When training is completed in 2021 , Deutsche Bank will have roughly one Mental Health First Aider per 50 employees in the United Kingdom and Ireland .",1
"In light of increasingly scarce reso urces , Continental A G believe that it is Continental A G duty to develop sustainable soluti ons for Continental A G products in order to reduce the demand for natural resources and therefore also lower the energy requirement of products .",0
"Deutsche Post AG invest in efficient , new generation aircraft , for example .",0
INDEPENDENCE AND QUALITY CONTROL OF THE AUDIT FIRMWe have complied with the German professional provi -sions regarding independence as well as other ethical requirements .,0
"For the ﬁrst time , all employees at we can now make information about all employees at Daimler transparent for we if all employees at Daimler wish to do so .",0
Express have set Express sights on an ambitious goal : By 2050 Express want to achieve net zero transport- related emissions and contribute to the two degree goal established at the 2015 UN Paris Climate Con ference ( COP 21 ) .,1
"In accordance with Deutsche Post DHL Group Group Paper Policy , Deutsche Post DHL Group are committed to using only recycled paper products .",0
"For confidenti -ality reasons , BRENNTAG SE do not disclose the exact number of complaints by type .",0
– The international trainee program CAReer enables outstanding uni versity graduates to enter Our .,0
Local air pollution By 2025 DHL Express will operate 70 % of DHL Express own first and last mile services with clean pick up and delivery solutions .,1
"Continental A G expect all of Continental A G suppliers to be guided by fairness , honesty and responsibility in all aspects of all of our suppliers business .",0
"Nevertheless , Deutsche Post DHL Group consider The non financial performance indicators used for managing Deutsche Post DHL Group to be socially relevant and have chosen to include a brief overview in THIS REPORT .",0
the second Allianz Climate and Energy Monitor analyzes the G20 countries ‚Äô need for renewable energy investments to bring the energy system on a trajectory compatible with the 2 ¬∞ C/1.5 ¬∞ C temperature limits of the Paris Climate Agreement .,0
"As a global corporation , Continental AG is exposed to a number of different risks that could impair business and , in extreme cases , endanger Continental AG existence .",0
EcoVadis score : BRENNTAG SE has previously undergone sev - eral EcoVadis assessments .,0
Deutsche Post DHL Group do make by conducting work safety and occupational health inspections of technical equipment and vehicles considered for purchase .,0
Deutsche Post DHL Group will seize upon ideas and measures over the short and long term so that Deutsche Post DHL Group build on Deutsche Post DHL Group strength as a business while solidifying Deutsche Post DHL Group role as a leader in corporate respon sibility .,1
"And Deutsche Post DHL Group have improved the carbon efficiency of Deutsche Post DHL Group business activities , including transport subcontractors , by 23 % as compared to 2007 – another big step towards achieving Deutsche Post DHL Group goal of a 30 % carbon efficiency improvement by 2014 .",1
The essential risks covered by the risk management system and the corresponding measures resolved by Continental AG are presented to Continental AG .,0
"On behalf of The Daimler subsidiary Mitsubishi Fuso Truck and Bus Corporation , the Board member responsible for Group Research and Mercedes Benz Cars Development is also charged with we environmental protection activities .",0
"Deutsche Post DHL Group Group- wide security management system ensures busi- ness continuity even in emergency situations and hence helps maintain customer confidence in Deutsche Post DHL Group products and services . By implementing Group wide crime prevention measures and investigating security incidents , Deutsche Post DHL Group safeguard Deutsche Post DHL Group employees , Deutsche Post DHL Group customers ’ goods and Deutsche Post DHL Group own tangible and intangible assets .",0
"It is ALLIANZ GROUPresponsibility to protect customer privacy and ALLIANZ GROUP are closely involved with all stakeholders , e.g. industry associations , members of parliament , and authorities , on the update and modernization of European privacy legislation .",0
"HelloFresh does not discriminate , nor does HelloFresh tolerate discrimination in hiring , remuneration , training , promotion , termination , retirement and/or other employment practices .",0
"Next , THE BOARD OF MANAGEMENT work to categorize the complaint , elicit the underlying causes behind the complaint and , if necessary , work out a solution , all with the help of First Choice methodology .",0
OUR are continually expanding the course offerings and translating existing courses into different languages .,0
In /two.fitted / zero.fitted / one.fitted / seven.fitted Actros put Actros /three.fitted / three.fittedrd public hydro gen ﬁlling station into operation .,0
", worldwideBrenntag are among the top 1 % of all companies assessed in worldwideBrenntag industry category .",0
"the Global Investors for Sustainable Development Alliance ( GISD ) initiative aims to ensure that ALLIANZ GROUP respects all applicable sanctions restrictions , and that these high risk transactions undergo enhanced scrutiny , as mentioned above .",0
OUR APPROACHINCLUSIVE MERITOCRACYInclusive Meritocracy is the term ALLIANZ GROUP use to describe a working environment where both people and performance matter .,0
"To ensure Deutsche Post DHL Group can track and verify a s ubcontractor ’s environmental performance , the outcomes of the above checks are entered into the Carrier Scorecard , which is then used in the overall evaluation .",0
"In Deutsche Post AG own buildings and those of Deutsche Post AG custom- ers , Deutsche Post AG improve energy efficiency through intelligent lighting , heating and cooling tech- nologies .",0
need ’s what Deutsche Post DHL Group believe .,0
Allianz SE‚AO Emerging technologies will bring convenience to customers and make insurers ‚AO processes more efficient,1
"Concept , design and editorial contributions akzente kommunikation und beratung GmbH , Munich Exclusion of liability Continental A G have taken great care in collecting and processing the data contained in 2017 Sustainability Report .",0
One topic that will affect Continental AG future in many parts of Continental AG is automated driving .,0
"n Help on the ground from Disaster Response Teams ( DRTs ): Disaster Response Teams provide timely support in the wake of natural disasters , handling a range of logistics tasks at airports and coordinating the transfer of relief supplies to local relief organizations .",0
BRENNTAGWE are continuously working to i m -prove and develop sustainability as a core value within BRENNTAGWE .,1
"Together with the Principles for Responsible Investment ( PRI , ALLIANZ GROUP will furthermore develop new approaches on climate risk assessment tools for the insurance industry .",1
ALLIANZ GROUP uses a group wide risk management framework which is also applicable for natural catastrophes .,0
CORPORATE CITIZENSHIP Deutsche Post DHL Group provide effective assistance in the area of disaster management and make a lasting contribution to im proving educational and employment opportunities for young people around the world ’s .,1
OUR strive to offer fair and competitive compensation packages in all of the markets OUR serve .,1
"Connecting chemical manufacturers ( worldwideBrenntag suppliers ) and chemical users ( worldwideBrenntag customers ) , worldwideBrenntag provide both complete distribution solutions as well as individual chemical products .",0
BRENNTAGWE provide information on training and career opportunities at events worldwide .,0
"three competence centers : Talent Management & Sourcing , Learning & Development and Compensation & Benefits are neither owned nor operated by Deutsche Post AG .",0
"In the reporting year Deutsche Post DHL Group took a close look at each of the United Nation ’s Global Goals for Sustainable Development ( Sustainable Development Goals , SDGs and engaged in dialogue with Deutsche Post DHL Group stakeholders to determine how Deutsche Post DHL Group can contribute most effectively to achiev ing the United Nation ’s Global Goals for Sustainable Development ( Sustainable Development Goals , SDGs",0
Remuneration paid to Deutsche Post and the Supervisory Board represents 0.06 % of total staff costs .,0
Deutsche Post DHL Group are currently preparing to implement a European wide energy management system based on the ISO 50001 certification standard .,0
Social Intranet at Daimler consists of four steps that are to be applied to we majority owned companies and the supply chain:/one.fitted .,0
"OUR develop solutions for ( re)integrating our employees fully into working life , and share OUR knowledge and experience developing disability friendly workplace solutions with both internal and external stakeholders .",1
"For given , Deutsche Post aims to further instill a compliance culture in the workplace and increase awareness of the topic among all employees .",1
"Via the dual education and training system , worldwideBrenntag are currently training 80 young people to become management assistants in wholesale and foreign trade , management assistants in operations logistics , office managers , IT experts , warehouse staff , laboratory technicians , chemists , process mechanics and production staff .",0
"Allianz Global Investors believe that creating and sharing value through active asset management is sustainable only by constantly evolving what Allianz Global Investors do , being courageous and making tough choices , ‚Äì in line with dynamic client needs .",0
Supply Chain Express aim to be the quality leader in contract logistics .,1
"By making deliveries by bike or using electric vehicles , Deutsche Post DHL Group provide environmentally friendly last mile solutions that reduce air pollutants and keep noise to an absolute minimum .",0
"In the fourth focus area , BRENNTAG SE’re working on iden -tifying and revealing room for improvement across the entire value chain in order to ensure consist - ently safe and fair conditions .",0
"As a multinational company , Deutsche Post DHL Group face a particular challenge in the international tr ansfer of data .",0
HelloFresh has always been focused on being the most sustainable meal kit on the market .,1
"Deutsche Bank have made several adjustments to Deutsche Bank sustainability governance , including the establishment of the senior management committee described below , to help Deutsche Bank ma ke progress in all four dimensions of our sustainability strategy and to ensure optimal coordination and information flow across our business .",0
"Deutsche Post DHL Group have proven that Deutsche Post DHL Group is a solid , high quality investment .",0
"BRENNTAG SE uses water in BRENNTAG SE business operations , for exam -ple to produce solutions , to clean pipe systems and to cool or heat chemicals and tank facilities .",0
"In cases like cases like these , Deutsche Post DHL Group rely on small commercial vehicles ; small commercial vehicles make up the largest portion of Deutsche Post DHL Group road vehicle fleet .",0
"NEW APPROACH TO HR MANAGEMENT NEW APPROACH TO HR MANAGEMENT HR MANAGEMENT , HR MANAGEMENT strives to tailor HR MANAGEMENT activities even more to the needs of Deutsche Post DHL Group business operations .",1
customersCOMPANY PROFILEBrenntag is the global market leader in chemical distribution .,0
"In connec -tion with this , in the 2015 year under review around 100 BRENNTAGWE purchasing staff underwent internal training covering the assessment procedure and thereby also sustainability issues , enabling around 100 Brenntag purchasing staff to assist and to advise around 100 Brenntag purchasing staff suppliers during the review process .",0
SYSTEMATIC WORKFORCE PLANNINGWe are actively working on what the transition to a digital world means for ALLIANZ GROUP business and ALLIANZ GROUP people .,0
The solution in the parking garage of the Mercedes Benz Museum is the world ’s so far ﬁrst infrastructure based solution for an automated drive up and parking service in real life mixed operation .,0
DRIVING DIALOGUE ON THE ENVIRONMENT Helping to advance new standards for carbon emissions Deutsche Post take an active part in the development of standards for quantifying greenhouse gas emissions and in promoting emissions management .,0
"As the world ’s leading transport and logistics company , DHL Express want to leverage DHL Express core competencies and the know how of DHL Express employees in a way that makes a positive contribution to society and the environment .",1
"For 2013 Deutsche Post are planning workshops in El Salvador , the Philippines and Armenia , as well as an additional reporting product for our customers in the GLOBAL FORWARDING , FREIGHT division – the Carbon Dashboard , an online version of the Carbon Report .",0
"the International Standard on Assurance Engagements requires that the company comply with ethical requirements and plan and perform the assurance engagement , under consideration of materiality , in order to provide the company conclusion with limited assurance .",1
2020 the Supervisory Board Conduct a “ Supplier Day ” event .,0
"Deutsche Post DHL Group have institutionalized employee recognition through initiatives such as Appreciation Weeks and Employee of the Year events , and Deutsche Post DHL Group have supported mentoring and coaching through a f ocus , for example , on the leadership development of supervisors working with the front line .",0
"At a minimum , takes means ALLIANZ GROUP is committed to complying fully with local and international anti corruption and anti bribery laws .",0
• A Counter Crime Working Group has been set up and tasked with the overarching coordina- tion of measures to combat criminal pheno mena targeting the supply chain .,1
"The transition to a sustainable and carbon -neutral economy will , Deutsche Bank believe , create huge opportunities .",0
", Deutsche Post have asked the OECD ’s German National Contact Point to extend an existing pro­tocol and continue the regular dialogue until at least the end of 2019 .",0
"ALLIANZ GROUP is constituted as an advisor to SOS Children ‚Äôs Villages International , informing and involving SOS Children ‚Äôs Villages International on relevant topics and activities at least twice a year .",0
Deutsche Bank is committed to integrating GDP ) further into Deutsche Bankexisting governance structures .,1
"a significant improvement in our sustainability ratings makes rating agencies an important stakeholder group for Deutsche Post DHL Group , and one with whom Deutsche Post DHL Group have intensified Deutsche Post DHL Group dialogue in that position of leadership .",0
"While the main insurance focus for small and medium enterprises is currently solar and wind , ALLIANZ GROUP are beginning to explore opportunities to extend ALLIANZ GROUP services to other renewable technologies .",0
"With DHL Express Group wide GoTeach program DHL Express improve educational opportunity and employability for young peo ple , especially those from disadvantaged socio economic backgrounds .",1
"LOOKING AHEADIn 2017 , ALLIANZ GROUP will further underline ALLIANZ GROUP commitment by conducting the second global Allianz AllAbility Day and celebrating the United Nations ( UN ) International Day of Persons with Disabilities .",0
"To this end , Mercedes Benzand Via have formed a long term partner- ship for making artiﬁcial intelligence suitable for daily use .",0
"Founded in 2019 , the Value Balancing Alliance is developing a standardiz ed impact measurement and valuation methodology drawing on scientific knowledge , best practices , and the insights of member -company experts and academic researchers .",0
", ALLIANZ GROUP promotes inclusion of young people worldwide.660,000beneficiaries",0
"ALLIANZ GROUP achieve assess by demonstrating integrity , competence , and resilience in everything ALLIANZ GROUP do .",0
"When consuming raw materials , Continental A G ensure that nat ural resources are used carefully .",0
"Of special significance was the “ AAA ” rating from MSCI in the transport sector – Deutsche Post DHL Group remains the only logistics company with remains , remains .",0
"In doing so , Deutsche Bank focuses on the two specific topics "" Europe "" and "" Cities ‚Äù .",0
"Each of the four operating divisions of Post eCommerce Parcel , Express , Global Forwarding , Freight , and Supply Chain is managed by Each of the divisions own divisional headquarters and subdivided into fun ctions , business units and regions for reporting purposes .",0
"EMEA North America Latin America Asia Pacific All other segmentsUmsatz nach Regionen Mitarbeiter nach Regionen 7.010.03.137.2 42.7Umsatz nach Regionen Mitarbeiter nach Regionen 30.8 45.69.413.2 1.0SINGAPORE REPUBLIC OF SINGAPORE > 7,000EMPLOYEESEUR 5.0 BN EXTERNAL SALESEMEAEUR 1.2 BN EXTERNAL SALES > 2,000EMPLOYEESASIA PACIFICSALES BY REGION EMPLOYEES BY REGION FACTS AND FIGURESmore than 530 thanlocations in 74 countriesseveral 1,000 suppliersaround 185,000 customersmore than 10,000 different productsABOUT BRENNTAGWE ARE BRENNTAGBrenntag is the global market leader in chemical distribution .",0
DHL Express supports one of DHL Express primary goals as a company : to become Employer of Choice .,1
"In order to verify compliance with SUPPLIER CODE OF CONDUCT , BRENNTAGWE invite selected suppliers to undergo a sustain -ability assessment or audit .",0
US Deutsche Post DHL core market of Germany is not the only place in which US Deutsche Post DHL offer US Deutsche Post DHL services .,0
"By 2025 , Deutsche Bank want to reach a target volume of ‚Ç¨ 200 billion in sustainable financing and ESG ( environmental , social , and governance ) investments .",1
"the Global HR Executive Committee includes the Global Heads of HR , the business divisions , infrastructure functions , and entities sharing responsibility for HR management , as well as the HR Heads responsible for processes and products in the regions .",0
"Through BRENNTAGWE voluntary commitment to the principles of HGB , BRENNTAGWE seeks to lend further weight to BRENNTAGWE position here .",0
"For over 15 years , Brenntag Latin America has produced and distributed a series of liquid fertilizers under Brenntag AG AGROFEED brand .",0
But DHL Express can only achieve both these goals by making DHL Express employees the best in the business and by giving our employees the opportunity to exploit our employees potential to the full .,0
Deutsche Post DHL Group participate in a n umber of industry led initiatives dedicated to environmental issues .,0
"The website of Continental AG provides the latest information , including Continental AG financial reports , presentations held at analyst and investor conferences , press releases and ad -hoc disclosures .",0
the Investment Executive Committee has responsibility for all sustainability related topics .,0
"For sovereign issuers , Allianz Global Investors evaluate the systems used to prevent and fight corruption , the stability of political structures , and government capacity to introduce necessary reforms .",0
"Drawing from Deutsche Post DHL Group funds , DHL Express provide grants to a diverse range of partner organizations and customers local projects around the world ’s each year .",0
"For the first time , Deutsche Post DHL Group are now able to publish accident statistics for Deutsche Post DHL Group as a w hole .",0
"Across all HelloFresh locations , HelloFresh provide benefits packages that meet , and usually exceed , what is mandated in each country .",0
"To assist ALLIANZ GROUP operating entities , ALLIANZ GROUP maintain a globally accessible database listing all vendors that have undergone enabling sustainable economic growth , including risk ratings and measures for mitigation .",0
"DHL Express do not report KPIs for compliance , data protection and data security , or environmental and social standards in the supply chain since KPIs for compliance , data protection and data security , or environmental and social standards in the supply chain contain sensitive information pertaining to DHL Express business .",0
In the reporting year Deutsche Post DHL Group has updated the materiality analysis and reports for most of the identified material sustainability the corresponding key performance indicators .,0
In i2017 Deutsche Post want to further intensify the dialogue with Deutsche Post suppliers .,1
"hoursFor internal purposes , BRENNTAG SE determines comparable key indicators that also take into account spillages during loading / unloading at customer / supplier sites and during transport .",0
The largest portion of the company consists of small commercial vehicles such as delivery vans .,0
"matters of particular significance for the company or the Group include all decisions which , pursuant to the rules of procedu re , must be presented to the Supervisory Board for approval as well as those tasks Deutsche Post is statutorily prohibited from delegating .",0
Employees ’ responses to EOS are taken on board and lead to change 53 59,0
"For example , Continental AG is developing new sensor technologies and high -performance computer systems for the coming tasks .",0
"Minimum notice periods regarding operational changes BRENNTAG SE informs BRENNTAG SE employees of impending operational changes at an early stage and comprehensively , while complying with applicable national and international notification periods.3GRI 403 : Occupational Health and Safety 2016GRI 103 : Management Approach 2016 ( including GRI 103 - 1 , 103 - 2 , 103 - 3 ) SR : p. 34–36 , 39–41403 - 1",0
"Led by the Encouraging Future Generations focus on supporting young people , ALLIANZ GROUP are working together to build resilient future generations , concentrating on two key areas : Youth employability :",0
"a dedicated ESG team that works in an agile way and is supported and overseen by our wider WM ExCo is staffed cross- functionally to combine a range of skills and knowledge in order to accelerate the implementation of our ESG strategy across the three aforementioned pillars . 27 Deutsche Bank Combined sepa rate non -financial report Non Financial Report 2019 Sustainable finance As of year -end 2019 , Active , Passive managed assets under ESG mandates of nearly ‚Ç¨ 500 million , utilizing a variety of methodologies to support We global client base .",0
"BRENNTAGWE record the precise reason for the complaint , verify reports and , in case of a violation of compliance rules and regulations , initiate appropriate measures .",0
Deutsche Post DHL Group maintain close working relationships with suppliers who possess competencies that are of strategic importance for Deutsche Post DHL Group current or future business .,0
"In principle , Continental A G does not grant any financial support in the form of donations to political partie s , political organizations or poli ticians .",0
"In 2011 , Occupational Safety at Deutsche Post AG was once again certified by TÜV Rheinland according to the quality management system DIN EN ISO 9001:2008 .",0
"The Board of Management and the Supervisory Board are in regular dialogue regard- ing Deutsche Post DHL Group strategic measures , planning , business development , risk exposure and risk management , and com pliance .",0
Allianz Global Investors cluster Allianz Global Investors contribution to the Sustainable Development Goals ( SDGs ) into three different categories:1 . SDGs that are inextricably linked to Allianz Global Investors purpose and are material to Allianz Global Investors core business as an asset ¬† manager ‚Äì Allianz Global Investors have identified five SDGs to which Allianz Global Investors contribute through Allianz Global Investors investment activities .,0
"Since 2009 , Continental AG have responded annually to Continental AG extensive questionnaire about Continental AG commitment to climate protection .",0
Corporate citizenship at Deutsche Post DHL Group is an integral part of Deutsche Post corporate responsibility strategy .,0
ALLIANZ GROUP consider SRI investing to be an ethics or values based approach to investing for which investors employ negative screening to prohibit exposure to certain ‚Äú sin sectors ‚Äù .,0
BRENNTAG SE have come through an extraordinary year that has changed BRENNTAG SE world in many ways .,0
"For years , the Supervisory Board has attached great importance to climate protection , biodiversity , social responsibility and good corporate governance .",0
"the corpo -rate safety & health unit within the executive department of Human Relations and Sustainability performs reg -ular risk analyses and uses reg -ular risk analyses as a basis to formulate corporation wide requirements for occupational safety , oc -cupational medicine , health management , ergonomics and hazardous substance management .",0
"Austria , Denmark , Germany and Switzer land have special dual systems which combine on the job training at a company or organization with classroom learn ing at a state vocational school .",0
